Video Link,Video Views,Video Title,Channel URL,Creator Name,Creator Gender,Total Channel Subcribers,Total Chanel Views,Duration of Video,Duration in Seconds,Date of Video Upload,No of Likes,Language of the Video,Subtitle,Video Description,Hashtags,No of Comments,Date of the Last Comment,Maximum Quality of the Video,No of Videos the Channel,No of Playlist,Premiered or Not,Community Engagement (Posts per week),Intern Who Collected the Data
https://www.youtube.com/watch?v=hn0lEpncFBM,323229,Giant Dosa For Breakfast In Hyderabad,https://www.youtube.com/c/InfinityPlatter,Infinity Platter,Female,135000,12779356,0:06:06,366,11/09/2022,1800,English,No,Yes,1,103,12/09/2022,1080,98,18,No,0,Akhil Teja
https://www.youtube.com/watch?v=hoBHdtrnsww,122510,Why Is Formula E Strategy So Unique?,ABB Formula E - YouTube,ABB Formula E,N/A,769000,170263099,0:14:42,882,03/07/2021,3100,English,Yes,Yes,1,117,17/09/2022,1080,2240,143,No,2,Rahul Singh
https://www.youtube.com/watch?v=HpaQQW_72ro,1498513,This Watch Broke The Internet… | The G-Shock Casioak GA-2100 & GMA-S2100,https://www.youtube.com/c/watchgecko,Watchgecko,N/A,43500,9668459,0:04:38,278,08/06/2021,16000,English,Yes,Yes,4,476,09/12/2022,1080,225,9,No,0,prateek
https://www.youtube.com/watch?v=hrAAEMFAG9E,2622475,Author Chimamanda Ngozi Adichie addresses Harvard's Class of 2018,https://www.youtube.com/c/harvard,Harvard University,N/A,2180000,206898127,0:25:48,"1,548.00",24/05/2018,40000,English,Yes,Yes,0,0,N/A,1080,3529,196,No,0,prateek
https://www.youtube.com/watch?v=HSMT5eZv7lA,1329130,Why Honma Golf Clubs Are So Expensive,Business Insider - YouTube,Business Insider,N/A,68700000,3139694002,0:10:16,616,17/09/2022,6200,English,Yes,Yes,3,497,23/09/2022,1080,5322,77,No,13,Rahul Singh
https://www.youtube.com/watch?v=Htcp1eHsQ_s,174237,DON’T QUIT,Ben Lionel Scott - YouTube,Ben Lionel,Male,24000000,296395381,0:04:14,254,05/08/2022,5900,English,yes,Yes,0,185,09/09/2022,1080,203,1,No,0,Rahul Singh
https://www.youtube.com/watch?v=HtgXGm6rvE8,29726423,Ben 10 | Rustbucket Moments,Cartoon Network India - YouTube,Cartoon Network India,N/A,2770000,2042798795,0:14:50,890,28/12/2018,187000,Hindi,No,Yes,0,0,N/A,720,1826,60,No,0,Rahul Singh
https://www.youtube.com/watch?v=hWPopqZJJww,56045424,Sasta Biig Bosss | Parody | Ashish Chanchlani,https://www.youtube.com/c/ashishchanchlanivines,Ashish Chanchlani,Male,28700000,4104120507,0:19:55,"1,195.00",16/12/2020,3700000,Hindi,Yes,Yes,3,202482,22/09/2022,1080,147,18,No,0,Syed safdar
https://www.youtube.com/watch?v=i2MdvKGnQPU,753769,EXPLORING A WW2 BUNKER and Opening the 'SECRET DOOR' hidden in the Floor. Mystery Finally Solved!,https://www.youtube.com/c/BUSHCRAFTTOOLS,Dustin James,Male,208000,30617314,0:18:26,"1,106.00",22/10/2021,8800,English,Yes,Yes,3,456,20/09/2022,1080,180,14,No,1,Syed safdar
https://www.youtube.com/watch?v=I6BgcgjrzEo,16752693,TOP 10 PRANKS & Magic tricks OF ALL TIME - Julien Magic,https://www.youtube.com/user/julienmagic,Julien,Male,3190000,480900768,0:14:19,859,23/06/2017,188000,English,No,Yes,3,2462,22/09/2022,1080,460,26,No,0,Syed safdar
https://www.youtube.com/watch?v=I6Y6FtCggbU,45704,HOW MUCH MONEY I EARNED SELLING SOFTWARES in 4 YEARS,https://www.youtube.com/c/soamjena,SOAMJENA,Male,331000,64535342,0:22:06,"1,326.00",05/09/2022,2400,Hindi,No,Yes,0,111,06/09/2022,2160,1114,41,No,4,Akhil Teja
https://www.youtube.com/watch?v=Idt8Wi00-IQ,73314,"ADANI STOCK NEWS, LIC Stock news, CDSL Stock news",https://www.youtube.com/c/daytradertelugu,DAY TRADER TELUGU,Male,886000,137324545,0:18:13,"1,093.00",15/09/2022,8500,Telugu,No,Yes,0,424,18/09/2022,1080,1393,23,No,1,Akhil Teja
https://www.youtube.com/watch?v=ifpplScGFqY,1480762,Zakir Meets Bandish Bandits,Zakir Khan - YouTube,Zakir Khan,Male,71800000,620960291,0:12:45,765,21/08/2020,72000,Hindi,No,Yes,0,3150,21/08/2022,1080,120,2,No,2,Rahul Singh
https://www.youtube.com/watch?v=IIoI4wrWijo,49791,Boycott Uppittu | Prime Time Debate,https://www.youtube.com/c/MetroSaga,MetroSaga,N/A,246000,42646331,0:07:25,445,16/09/2022,2600,Kannada,No,Yes,0,231,17/09/2022,2160,368,5,No,6,Akhil Teja
https://www.youtube.com/watch?v=IJGkdXei3JY,12932,KUDHREMUKH RIDE in BMW F850GS ??,https://www.youtube.com/c/CatchAMile,Catch A Mile,Male,49000,4737783,0:16:17,977,13/04/2022,1000,English,Yes,Yes,0,63,13/05/2022,1080,120,9,No,0,Akhil Teja
https://www.youtube.com/watch?v=ijHBHyKC__4,9734861,I Played Games Nobody Plays,https://www.youtube.com/c/LazarBeam,LazarBeam,Male,20200000,8443135152,0:08:32,512,09/04/2022,212000,English,Yes,Yes,0,5770,22/09/2022,1080,1260,6,No,0,Syed safdar
https://www.youtube.com/watch?v=IofBWge5-As,2814437,Bugatti Chiron - Forza Horizon 5,Xpertgamingtech - YouTube,Xpertgamingtech,N/A,26200000,686795112,0:10:45,645,02/05/2022,33000,English,No,Yes,0,684,21/09/2022,1080,417,15,No,1,Rahul Singh
https://www.youtube.com/watch?v=IolldJiLf90,1717151,10 Minute Fat Burning Morning Routine You Can Do Everyday,https://www.youtube.com/c/CHRISHERIA,Chris Heria,Male,4220000,310624827,0:12:32,752,04/11/2021,60000,English,Yes,Yes,0,1178,22/09/2022,1080,253,25,No,1,Syed safdar
https://www.youtube.com/watch?v=IROLRx0Bypw,1954619,Ancient Aliens: Terrifying Humanoids Emerge from Subterranean Realm (Season 18),https://www.youtube.com/user/historychannel,History,N/A,10700000,3360425489,0:05:02,302,16/09/2022,19000,English,Yes,Yes,0,1842,22/09/2022,1080,8530,461,No,2,Syed safdar
https://www.youtube.com/watch?v=isiSvURJc8A,940383,PV Sindhu Wins Gold | Women's Badminton | Highlights | Commonwealth Games | 8th August 2022,https://www.youtube.com/user/sonyliv,SonyLIV,N/A,11600000,5394167776,0:11:43,703,09/08/2022,25000,Hindi,No,Yes,0,490,05/09/2022,1080,7957,361,No,0,Syed safdar
https://www.youtube.com/watch?v=it6QlKw6jrY,3429284,Leonidas vs Gorgon | Fate/Grand Order: Absolute Demonic Front - Babylonia,https://www.youtube.com/channel/UCfDycueNdrkGaOn-Rh3w92w,Danny Senpai,Male,2630,3501734,0:01:58,118,20/12/2019,41000,Japenese,Yes,Yes,0,1378,21/09/2022,1080,23,0,No,0,prateek
https://www.youtube.com/watch?v=ivoOEJVgD08,12021,BLACK PANTHER PLAYING WITH MONKEY,https://www.youtube.com/channel/UCyG4hFyZ39QXkzT2QUO6Heg,JAGUAR KUMAR,Male,57100,4242304,0:08:19,499,10/09/2022,713,Telugu,No,No,0,34,15/09/2022,1080,108,,No,2,Akhil Teja
https://www.youtube.com/watch?v=J1mxry4ad7w,330287,BEST OF BEN ABBOTT: The Undefeated Bladesmith | Forged in Fire,https://www.youtube.com/c/forgedinfire,Forged in Fire,N/A,403000,93918563,0:43:20,"2,600.00",27/08/2022,2300,English,Yes,Yes,1,152,22/09/2022,1080,237,21,No,1,Syed safdar
https://www.youtube.com/watch?v=J326LIUrZM8,848461,Data Warehouse Tutorial For Beginners | Data Warehouse Concepts | Data Warehousing | Edureka,https://www.youtube.com/c/edurekaIN,Edureka!,N/A,3530000,339614261,1:38:49,"5,929.00",22/06/2017,8500,English,Yes,Yes,3,226,31/08/2022,1080,7477,195,No,61,prateek
https://www.youtube.com/watch?v=J6cS663iiO8,7534569,Vidyut's Kalari Dand (Push-Ups) - Part One | Kalaripayattu | Martial Arts,https://www.youtube.com/c/VidyutJammwalKalari,Vidyut Jammwal,Male,1370000,71497212,0:03:00,180,08/08/2020,250000,N/A,No,Yes,6,6663,21/09/2022,1080,71,8,No,0,prateek
https://www.youtube.com/watch?v=jdMNoQE3mIQ,58850816,I Survived A Plane Crash,https://www.youtube.com/user/MrBeast6000,MrBeast ,Male,104000000,17367031867,0:08:13,493,21/08/2022,2300000,English,Yes,Yes,0,72464,22/09/2022,1080,728,7,No,0,Syed safdar
https://www.youtube.com/watch?v=Jdpy4G8ZYS8,1754652,LIFE OF FABS Ep 02,Fabio Wibmer - YouTube,Fabio Wibmer,Male,72600000,1381226940,0:14:20,860,03/08/2021,81000,English,yes,Yes,0,1664,14/09/2022,1080,264,7,No,1,Rahul Singh
https://www.youtube.com/watch?v=jH1RNk8954Q,287973512,Ava Max - Kings & Queens,Ava Max - YouTube,Ava Max,Female,58900000,2875362894,0:02:42,162,27/09/2020,31000000,English,No,Yes,0,81000,22/09/2022,1080,158,6,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=jj0CmnxuTaQ,11347636,Danny Daycare,Danny MacAskill - YouTube,Danny MacAskill,Male,486000,29704337,0:04:10,250,20/05/2019,222000,English,yes,Yes,1,5023,22/09/2021,1080,24,3,No,0,Rahul Singh
https://www.youtube.com/watch?v=JJ5WP2BKigc,19806678,Unboxing The Mind Bending Wallpaper TV,Unbox Therapy - YouTube,Jack,Male,18200000,4356049543,0:06:00,360,01/10/2017,256000,English,Yes,Yes,0,14502,07/09/2022,2160,2063,11,No,0,Rahul Singh
https://www.youtube.com/watch?v=jSwXEf-onjc,9745,ROUGH Start But EPIC FINISH ?? PUBG MOBILE,https://www.youtube.com/c/ThesaurusPG,ThesaurusPG ,Male,186000,17815252,0:09:24,564,17/09/2022,541,English,Yes,Yes,1,23,22/09/2022,1080,510,5,No,0,Harshit Prajapat
https://www.youtube.com/watch?v=Jt38cyB-73M,46657,Pennyworth S3 | Official Trailer | DC,DC - YouTube,DC,N/A,41000000,1704720633,0:02:06,126,07/09/2022,2000,English,yes,Yes,2,207,21/09/2022,1080,3574,140,No,0,Rahul Singh
https://www.youtube.com/watch?v=jtaWLpuVYxs,1169698,What Do You Know About Love?,DisneyMusicVEVO - YouTube,Disney,N/A,30300000,25216557237,0:02:57,177,24/08/2022,17000,English,yes,Yes,1,1489,22/09/2022,1080,1812,43,No,2,Rahul Singh
https://www.youtube.com/watch?v=JwSS70SZdyM,1067502,Build 12 Data Science Apps with Python and Streamlit - Full Course,https://www.youtube.com/c/Freecodecamp,Freecodecamp.Org,N/A,6300000,424665648,3:11:52,"11,512.00",01/07/2021,25000,English,Yes,Yes,0,541,18/09/2022,1080,1351,69,No,4,prateek
https://www.youtube.com/watch?v=JY9mrKR5SkA,65679230,MotoGP Historic Battles,MotoGP - YouTube,MotoGP,N/A,51900000,1815605284,0:04:45,285,14/02/2013,335000,English,No,Yes,0,10000,22/09/2022,720,6996,227,No,27,Rahul Singh
https://www.youtube.com/watch?v=jZ7LFwaggyI,180095317,Ikko Mikke - Sanu ajkal sheesha bada ched da | Satinder Sartaaj | New Punjabi Song 2020 | New Song,https://www.youtube.com/c/sagahits,SagaHits,N/A,10900000,5738789774,0:04:21,261,13/02/2020,1500000,Punjabi,No,Yes,0,30059,25/09/2022,2160,2795,130,No,1,Harshit Prajapat
https://www.youtube.com/watch?v=jzJW0gTYB9k,2193864,Impossible Sports Moments,https://www.youtube.com/c/Ashstudio7HD,,N/A,5700000,1265532265,0:07:51,471,22/02/2022,23000,English,Yes,Yes,0,307,12/09/2022,1080,264,3,No,0,Syed safdar
https://www.youtube.com/watch?v=k1RI5locZE4,3556225,AWS Tutorial For Beginners | AWS Full Course - Learn AWS In 10 Hours | AWS Training | Edureka,https://www.youtube.com/c/edurekaIN,Edureka,N/A,3530000,339868101,9:28:23,"34,103.00",20/10/2019,45000,English,Yes,Yes,0,450,22/09/2022,1080,7487,150,No,67,Syed safdar
https://www.youtube.com/watch?v=K1xrOPKjPrA,1134232,NEW Photo Restoration Filter in Photoshop!,PiXimperfect - YouTube,Unmesh Dinda,Male,41500000,329727112,0:12:38,758,22/08/2022,27000,English,Yes,Yes,0,1103,23/09/2022,2160,739,44,No,2,Rahul Singh
https://www.youtube.com/watch?v=k2XHHyaiNds,268746,EXPOSED: The Hindu-Muslim TRP game | TV Newsance 187,https://www.youtube.com/c/newslaundry1,newslanudry,N/A,1410000,196564419,0:23:10,"1,390.00",17/09/2022,670,Hindi,No,Yes,3,1074,22/09/2022,1080,3427,66,No,9,Syed safdar
https://www.youtube.com/watch?v=K-5EdHZ0hBs,16445962,Need for Speed Payback Official Gameplay Trailer,Need for Speed - YouTube,Need for Speed,N/A,1240000,121866488,0:03:12,192,11/06/2017,184000,English,Yes,Yes,0,15717,18/09/2022,1080,58,7,No,0,Rahul Singh
https://www.youtube.com/watch?v=k6pTulbKhcw,49248564,Chhota Bheem - Adla Badli,Green Gold TV - Official Channel - YouTube,Green Gold TV,N/A,18700000,9094477174,0:10:21,621,22/06/2020,315000,Hindi,No,Yes,0,0,N/A,1080,1105,60,No,0,Rahul Singh
https://www.youtube.com/watch?v=k9WqpQp8VSU,3419385,How I Would Learn To Code (If I Could Start Over),https://www.youtube.com/c/NamanhKapur,Namanh Kapur,Male,105000,5731855,0:13:42,822,16/04/2022,164000,English,Yes,Yes,5,3988,21/09/2021,2160,35,7,No,0,prateek
https://www.youtube.com/watch?v=kd3CO78fpTQ,61,Tesla Model 3 interior protection accessories collection,Tesery - Tesla Accessories Review - YouTube,Tesery,N/A,242,6261,0:20:58,"1,258.00",14/09/2022,1,English,Yes,Yes,3,1,17/09/2022,1440,75,9,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=kDcn3JHcHLY,3284,Why Everyone Needs To Be Learning About Data In 2022,https://www.youtube.com/c/MavenAnalytics,Chris Dutton,Male,793000,130516,0:03:05,185,02/07/2022,118,English,Yes,Yes,0,10,19/07/2022,1080,134,12,No,0,Syed safdar
https://www.youtube.com/watch?v=kDLpsXpCZoE,356883,World’s Most Powerful Car,Supercar Blondie - YouTube,Alex Hirschi,Female,97000000,1996301312,0:08:24,504,12/09/2022,12000,English,yes,Yes,0,1783,23/09/2022,1080,592,26,No,2,Rahul Singh
https://www.youtube.com/watch?v=KKnhgkmV7k8,1957000,PRINTING ENGINEERING | Standup Comedy by Samay Raina,https://www.youtube.com/c/SamayRainaOfficial,Samay Raina,Male,1020000,287647535,0:01:54,114,09/11/2022,154000,Hindi,No,Yes,0,2795,21/09/2022,2160,693,19,Yes,0,prateek
https://www.youtube.com/watch?v=kMA5zXLd5uU,635363,Touring a 54th Floor New York City PENTHOUSE,Enes Yilmazer - YouTube,Enes Yilmazer,Male,27200000,447952948,0:15:17,917,20/09/2022,15000,English,yes,Yes,0,1087,23/09/2022,2160,197,13,No,0,Rahul Singh
https://www.youtube.com/watch?v=ko_4V5vAxfk,5201,Mountain of death ghat | kolli hills,https://www.youtube.com/c/DukeGiri,Duke Giri,Male,27300,3120545,0:20:39,"1,239.00",15/09/2022,321000,Kannada,No,Yes,0,5,17/09/2022,1080,219,2,No,0,Akhil Teja
https://www.youtube.com/watch?v=kqx2NF7PmIU,875110,Ford Mustang Production in the USA,https://www.youtube.com/channel/UC3fFzCYq5devEJ8k2FRuEtQ,CAR CHANNEL,N/A,59600,21565029,0:10:59,659,03/07/2022,11000,English,No,Yes,2,779,19/09/2022,1080,580,8,No,0,Syed safdar
https://www.youtube.com/watch?v=kvASlkQ8rM8,11441102,Husband Sothanaigal 3 | comedy | Micset,https://www.youtube.com/c/MicSet_official,Sri Ram,Male,7610000,457011932,0:11:16,676,23/12/2021,489000,Tamil,Yes,Yes,0,8131,20/09/2022,1080,44,6,No,3,Thinesh
https://www.youtube.com/watch?v=kWkFYZnbPSY,3823823,Welcome to the Family,Danny MacAskill - YouTube,Danny MacAskill,Male,486000,29704337,0:03:36,216,04/06/2019,73000,N/A,yes,Yes,3,1818,01/09/2022,1080,24,3,No,0,Rahul Singh
https://www.youtube.com/watch?v=KZ_LG8obeYg,1457960,Calm Down (Behind The Scenes),Selena Gomez - YouTube,Selena Gomez,Female,31300000,11712643695,0:02:39,159,21/09/2022,28000,English,No,Yes,0,1600,22/09/2022,1080,370,3,No,0,Rahul Singh
https://www.youtube.com/watch?v=lAs_ZNuRfZw,31494,ALL NEW TRIUMPH TIGER 1200 RALLY PRO 2022,https://www.youtube.com/c/ArtofMotorcycles,Murthaza Junaid,Male,195000,12990115,0:12:32,752,25/05/2022,1400,Hindi,No,Yes,0,63,25/07/2022,1440,336,25,No,0,Akhil Teja
https://www.youtube.com/watch?v=ld0fYvOi0DQ,103623,Operation Wild Tusker-Abhimanyu Rescue operation in 2018,https://www.youtube.com/channel/UC0_708wMGk6oaJsiPShujNg,Wild Tusker Sakrebylu,,77200,30975076,0:02:08,128,02/04/2022,785,Kannada,No,Yes,1,0,N/A,1080,550,,No,0,Akhil Teja
https://www.youtube.com/watch?v=leHvmVWL8iA,8322213,15 Things Humans Were Never Meant To See,https://www.youtube.com/c/TopGenerality,Top Generality,N/A,255000,88270678,0:17:09,"1,029.00",03/11/2022,48000,English,Yes,Yes,0,1827,21/09/2022,1080,155,1,No,0,prateek
https://www.youtube.com/watch?v=LHwQCuNFzUk,1213082,Getting back to my Cockpit,https://www.youtube.com/c/FlyingBeast320,Flying Beast,Male,7690000,3174524348,0:09:24,564,11/09/2022,88000,Hindi,No,Yes,0,2464,12/09/2022,1080,1209,9,No,1,Akhil Teja
https://www.youtube.com/watch?v=LJ7k_dO7unc,3168425,Charades & FIFA with Virat feat RCB,All India Bakchod - YouTube,All India Bakchod,N/A,39900000,602900852,0:10:10,610,06/05/2018,83000,Hindi,yes,Yes,0,1630,17/09/2022,1080,157,18,No,0,Rahul Singh
https://www.youtube.com/watch?v=lkT2g14LaGU,27580,Namgella Yaar Beeltara || Muddu Kumar,https://www.youtube.com/channel/UCf6G4DxJ17OUWqvYWUl08Hw,VickyPedia Kannada,Male,10600,422196,0:01:03,63,09/09/2022,868000,Kannada,Yes,No,0,33,20/09/2022,1080,40,,Yes,0,Akhil Teja
https://www.youtube.com/watch?v=LndU1nlPQ80,581716,https://www.youtube.com/watch?v=LndU1nlPQ80,Business Insider - YouTube,Business Insider,N/A,68700000,3139694002,0:16:02,962,15/09/2022,7600,English,Yes,Yes,3,677,23/09/2022,1080,5322,77,No,13,Rahul Singh
https://www.youtube.com/watch?v=lP14CoCshlQ,6924168,"I Built my ULTIMATE Dream $20,000 Gaming & Streaming Setup!",Designs By IFR - YouTube,Corey,Male,584000,86648666,0:37:04,"2,224.00",16/05/2021,167000,English,Yes,Yes,0,5100,21/09/2022,2160,757,13,No,0,Rahul Singh
https://www.youtube.com/watch?v=LsV5JLIO_ok,452984,Gotham Knights | Official Villains Trailer | D,DC - YouTube,DC,N/A,41000000,1704720633,0:02:33,153,24/08/2022,15000,English,yes,Yes,3,1100,21/09/2022,1080,3574,140,No,0,Rahul Singh
https://www.youtube.com/watch?v=LVDUbfdfBPk,12316248,The Crew - Launch Trailer,https://www.youtube.com/c/Ubisoft,Ubisoft,N/A,3440000,1188188358,0:03:17,197,01/12/2014,98000,English,Yes,Yes,0,3908,20/09/2022,1080,11293,206,No,2,Syed safdar
https://www.youtube.com/watch?v=LvXr-P50VGo,37057,Roger Federer announces tennis retirement: 'Bittersweet decision',https://www.youtube.com/c/guardiansport,Guardian Sport,N/A,122000,122754678,0:04:38,278,15/09/2022,553,English,Yes,Yes,3,73,05/09/2022,1080,1272,44,No,1,Syed safdar
https://www.youtube.com/watch?v=LZ1FS82P0QA,7095,BREATHING TECHNIQUE || workout series,https://www.youtube.com/c/FitPanda,Vishwa Bharath,Male,5240,117977,0:08:01,481,07/06/2022,297000,Telugu,No,Yes,0,23,20/06/2022,1080,75,2,No,0,Akhil Teja
https://www.youtube.com/watch?v=m4Dcms0k8qk,4005974,US Testing its New Gigantic $13 Billion Aircraft Carrier,https://www.youtube.com/channel/UC_Se32jLBjnOuftl1u3zfLw,Fluctus,N/A,652000,121511926,0:08:16,496,23/05/2022,12000,English,Yes,Yes,0,583,21/09/2022,1080,155,0,No,0,prateek
https://www.youtube.com/watch?v=m7Bc3pLyij0,1017579571,Marshmello ft. Bastille - Happier,Marshmello - YouTube,Marshmello,Male,55900000,13620344429,0:03:53,233,24/09/2018,1300000,English,Yes,Yes,3,7380000,18/09/2022,1080,414,31,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=mA8pNpPvrr0,3455312,Dark Web: The Unseen Side of The Internet,Aperture - YouTube,Aperture,Male,16000000,116090698,0:17:28,"1,048.00",26/10/2019,63000,English,yes,Yes,0,5642,21/09/2022,2160,145,4,No,3,Rahul Singh
https://www.youtube.com/watch?v=MDymZD_FkCc,123685,Let’s party in new home | Chukka Chindhu,https://www.youtube.com/c/AmericaChowrasta,America Chowrasta,Male,29900,5909728,0:12:59,779,23/06/2022,2500,Telugu,No,Yes,1,581,23/06/2022,2160,104,8,No,1,Akhil Teja
https://www.youtube.com/watch?v=Mf75YbFN2Sk,61215,"Vilen ?? ?? ???? Kaare Hathiyar ?? ???? ???? ?? ?????, ???? ?? ??? ?? Vilen ???? ?? ???? | ENT LIVE",https://www.youtube.com/channel/UCn0M8BcDRGW5ya78cOgzOeA,Entertainment Live,Female,15600,2739511,0:13:50,830,08/05/2022,1800,Hindi,No,Yes,6,60,17/09/2022,1080,1118,15,Yes,143,prateek
https://www.youtube.com/watch?v=MFO6OtnmEDo,1191210,Money: Humanity's Biggest Illusion,Aperture - YouTube,Aperture,Male,16000000,116090698,0:17:52,"1,072.00",24/09/2021,47000,English,yes,Yes,0,4078,22/09/2022,2160,145,4,No,3,Rahul Singh
https://www.youtube.com/watch?v=mGTc2xWTjXw,307584,New Bentley Continental GT Speed,Supercar Blondie - YouTube,Alex Hirschi,Female,97000000,1996301312,0:08:51,531,21/09/2022,7500,English,yes,Yes,0,1263,23/09/2022,1080,592,26,No,2,Rahul Singh
https://www.youtube.com/watch?v=mjzVCt3Om-M,8145027,A deep sea dive into Bermuda’s hidden depths,https://www.youtube.com/guardian,,N/A,1980000,630777473,0:04:04,244,17/08/2016,55000,English,Yes,Yes,0,2426,22/09/2022,1080,7042,44,No,1,Syed safdar
https://www.youtube.com/watch?v=MlsfIhhGwcw,51658,Forged in Fire: Top 5 DEADLIEST Icebreakers!,https://www.youtube.com/c/forgedinfire,Forged in Fire,N/A,403000,93918563,0:29:10,"1,750.00",27/02/2022,938,English,Yes,Yes,1,39,19/08/2022,1080,237,21,No,1,Syed safdar
https://www.youtube.com/watch?v=mQv2tp7bjX8,15649,Why We Believe Everyone Must Trek,https://www.youtube.com/user/Indiahikes,Indiahikes,Male,99800,9660209,0:04:14,254,14/10/2021,753,English,No,Yes,0,35,14/08/2022,1080,640,64,No,1,Akhil Teja
https://www.youtube.com/watch?v=mr7FXvTSYpA,10183355,The Most Advanced Civilization In The Universe,Aperture - YouTube,Aperture,Male,16000000,116090698,0:08:31,511,09/07/2017,21000,English,yes,Yes,0,21778,23/09/2022,2160,145,4,No,3,Rahul Singh
https://www.youtube.com/watch?v=mV5PRP-VROs,1010476,MotoGP™ Race Highlights | 2022,https://www.youtube.com/c/motogp,MotoGP,N/A,5180000,1814512922,0:05:08,308,07/07/2022,15000,English,Yes,Yes,1,626,05/09/2022,1080,6991,255,No,23,Syed safdar
https://www.youtube.com/watch?v=My7oET5JSRs,1801629,Farzi Mushaira,Zakir Khan - YouTube,Zakir Khan,Male,71800000,620960291,0:10:43,643,11/07/2022,107000,Hindi,No,Yes,0,2353,23/09/2022,1080,120,2,No,2,Rahul Singh
https://www.youtube.com/watch?v=n0sdDVFt2As,168507,INSIDE THE KITCHEN OF ICONIC VIDYARTHI BHAVAN,https://www.youtube.com/c/AshishVidyarthiActorVlogs,Ashish Vidyarthi Actor Vlogs,Male,1100000,109627216,0:18:07,"1,087.00",11/09/2022,2300,Hindi,No,Yes,0,181,13/09/2022,1080,129,16,No,8,Akhil Teja
https://www.youtube.com/watch?v=n4M2zWqJT-Q,407850,Sa Re Ga Ma Pa Finalists in our village,https://www.youtube.com/c/MyVillageShowVlogs,My Village Show Vlogs,Male,435000,54789173,0:09:00,540,14/08/2022,6800,Telugu,No,Yes,0,164,06/09/2022,2160,102,4,No,0,Akhil Teja
https://www.youtube.com/watch?v=N-4YMlihRf4,27266168,"Alesso, Katy Perry - When I'm Gone",Katy Perry - YouTube,Katy Perry,Female,43300000,24149147107,0:02:56,176,11/01/2022,554000,English,Yes,Yes,3,69650,21/09/2022,1080,287,54,Yes,0,Rahul Singh
https://www.youtube.com/watch?v=n9xhJrPXop4,41035477,Dune Official Trailer,Warner Bros. Pictures - YouTube,Warner Bros,N/A,10600000,6328250813,0:03:04,184,09/09/2020,660000,English,yes,Yes,1,67467,18/09/2022,1080,2583,202,No,0,Rahul Singh
https://www.youtube.com/watch?v=na0G3FFeTnE,254591,Fix EXTREME Color Cast with a Quick Photoshop Trick!,PiXimperfect - YouTube,Unmesh Dinda,Male,41500000,329727112,0:08:47,527,15/09/2022,8100,English,Yes,Yes,0,174,23/09/2022,2160,739,44,No,2,Rahul Singh
https://www.youtube.com/watch?v=nH8A0pZh5v4,32886,AP BJP Leader Sujana Chowdary Reaction,https://www.youtube.com/c/OpenHeartWithRK,Open Heart With RK,Male,465000,195029405,0:09:25,565,18/09/2022,276,Telugu,No,Yes,1,95,19/09/2022,1080,1242,54,No,10,Akhil Teja
https://www.youtube.com/watch?v=nix8aKBHp4M,458505,World's First De Tomaso P72 Prototype,Supercar Blondie - YouTube,Alex Hirschi,Female,97000000,1996301312,0:08:57,537,19/09/2022,10000,English,yes,Yes,0,1544,23/09/2022,1080,592,26,No,2,Rahul Singh
https://www.youtube.com/watch?v=NkE0AMGzpJY,154280074,"Last To Leave $800,000 Island Keeps It",https://www.youtube.com/user/MrBeast6000,MrBeast ,Male,104000000,17367031867,0:02:14,134,16/08/2020,4100000,English,Yes,Yes,0,227263,22/09/2022,1080,728,7,No,0,Syed safdar
https://www.youtube.com/watch?v=nMwUOWCnQ6Q,1326365,Why the Dutch Government Has the Best Graphic Design,Hoog - YouTube,Hoog,N/A,158000,6791400,0:08:06,486,01/03/2022,1400,English,Yes,Yes,0,1471,23/09/2022,1080,20,0,No,5,Rahul Singh
https://www.youtube.com/watch?v=nufaJZq0sck&t=258s,675413,Our New House Update ??,https://www.youtube.com/c/VAASFamily,VAAS Family,Male,135000,4458061,0:15:08,908,15/09/2022,22000,Telugu,No,Yes,1,876,16/09/2022,1080,12,2,No,10,Akhil Teja
https://www.youtube.com/watch?v=NunsrQveBhw,7723,It's okay to get judged | Sravani Ambatipudi,TEDx Talks - YouTube,TEDx,N/A,36300000,6764584344,0:11:48,708,22/09/2022,67,English,yes,Yes,0,8,23/09/2022,1080,186267,6000,No,0,Rahul Singh
https://www.youtube.com/watch?v=nZmO8B9rRik,1293867,Himalayas In 4K - The Roof Of The World | Mount Everest | Scenic Relaxation Film,https://www.youtube.com/c/ScenicScenes,Scenic Scenes,N/A,335000,51325844,0:25:24,"1,524.00",27/11/2021,12000,English,No,Yes,0,602,21/09/2022,2160,68,4,No,0,prateek
https://www.youtube.com/watch?v=O4iGNXsqghs,40402625,Keanu Reeves Shows Off His Most Prized Motorcycles | Collected | GQ,https://www.youtube.com/c/GQ,,N/A,7100000,2827348027,0:11:40,700,15/04/2019,740000,English,Yes,Yes,0,30828,22/09/2022,1080,1951,95,No,0,Syed safdar
https://www.youtube.com/watch?v=oCZahIvv27I,991,India's performance at Commonwealth Games 2022,https://www.youtube.com/c/DDIndia,DD INDIA,N/A,258000,44605394,0:02:46,166,08/08/2022,20,English,Yes,Yes,0,2,19/08/2022,1080,19899,175,No,2,Syed safdar
